"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/09/2023 20:00:00 - 16/09/2023 21:00:00","BZN|ES","Without Sequence","121.57","",""
"16/09/2023 21:00:00 - 16/09/2023 22:00:00","BZN|ES","Without Sequence","122.69","",""
"16/09/2023 22:00:00 - 16/09/2023 23:00:00","BZN|ES","Without Sequence","119.61","",""
"16/09/2023 23:00:00 - 17/09/2023 00:00:00","BZN|ES","Without Sequence","115.00","",""
"17/09/2023 00:00:00 - 17/09/2023 01:00:00","BZN|ES","Without Sequence","113.23","",""
"17/09/2023 01:00:00 - 17/09/2023 02:00:00","BZN|ES","Without Sequence","105.23","",""
"17/09/2023 02:00:00 - 17/09/2023 03:00:00","BZN|ES","Without Sequence","87.55","",""
"17/09/2023 03:00:00 - 17/09/2023 04:00:00","BZN|ES","Without Sequence","79.05","",""
"17/09/2023 04:00:00 - 17/09/2023 05:00:00","BZN|ES","Without Sequence","77.91","",""
"17/09/2023 05:00:00 - 17/09/2023 06:00:00","BZN|ES","Without Sequence","77.75","",""
"17/09/2023 06:00:00 - 17/09/2023 07:00:00","BZN|ES","Without Sequence","79.05","",""
"17/09/2023 07:00:00 - 17/09/2023 08:00:00","BZN|ES","Without Sequence","79.33","",""
"17/09/2023 08:00:00 - 17/09/2023 09:00:00","BZN|ES","Without Sequence","78.51","",""
"17/09/2023 09:00:00 - 17/09/2023 10:00:00","BZN|ES","Without Sequence","70.01","",""
"17/09/2023 10:00:00 - 17/09/2023 11:00:00","BZN|ES","Without Sequence","50.23","",""
"17/09/2023 11:00:00 - 17/09/2023 12:00:00","BZN|ES","Without Sequence","20.00","",""
"17/09/2023 12:00:00 - 17/09/2023 13:00:00","BZN|ES","Without Sequence","5.00","",""
"17/09/2023 13:00:00 - 17/09/2023 14:00:00","BZN|ES","Without Sequence","4.08","",""
"17/09/2023 14:00:00 - 17/09/2023 15:00:00","BZN|ES","Without Sequence","4.30","",""
"17/09/2023 15:00:00 - 17/09/2023 16:00:00","BZN|ES","Without Sequence","4.30","",""
"17/09/2023 16:00:00 - 17/09/2023 17:00:00","BZN|ES","Without Sequence","4.30","",""
"17/09/2023 17:00:00 - 17/09/2023 18:00:00","BZN|ES","Without Sequence","4.30","",""
"17/09/2023 18:00:00 - 17/09/2023 19:00:00","BZN|ES","Without Sequence","46.17","",""
"17/09/2023 19:00:00 - 17/09/2023 20:00:00","BZN|ES","Without Sequence","90.00","",""
"17/09/2023 20:00:00 - 17/09/2023 21:00:00","BZN|ES","Without Sequence","122.69","",""
"17/09/2023 21:00:00 - 17/09/2023 22:00:00","BZN|ES","Without Sequence","118.25","",""
"17/09/2023 22:00:00 - 17/09/2023 23:00:00","BZN|ES","Without Sequence","110.05","",""
"17/09/2023 23:00:00 - 18/09/2023 00:00:00","BZN|ES","Without Sequence","99.18","",""
"18/09/2023 00:00:00 - 18/09/2023 01:00:00","BZN|ES","Without Sequence","85.00","",""
"18/09/2023 01:00:00 - 18/09/2023 02:00:00","BZN|ES","Without Sequence","82.51","",""
"18/09/2023 02:00:00 - 18/09/2023 03:00:00","BZN|ES","Without Sequence","81.73","",""
"18/09/2023 03:00:00 - 18/09/2023 04:00:00","BZN|ES","Without Sequence","80.20","",""
"18/09/2023 04:00:00 - 18/09/2023 05:00:00","BZN|ES","Without Sequence","81.73","",""
"18/09/2023 05:00:00 - 18/09/2023 06:00:00","BZN|ES","Without Sequence","83.50","",""
"18/09/2023 06:00:00 - 18/09/2023 07:00:00","BZN|ES","Without Sequence","106.96","",""
"18/09/2023 07:00:00 - 18/09/2023 08:00:00","BZN|ES","Without Sequence","125.40","",""
"18/09/2023 08:00:00 - 18/09/2023 09:00:00","BZN|ES","Without Sequence","129.00","",""
"18/09/2023 09:00:00 - 18/09/2023 10:00:00","BZN|ES","Without Sequence","125.23","",""
"18/09/2023 10:00:00 - 18/09/2023 11:00:00","BZN|ES","Without Sequence","109.10","",""
"18/09/2023 11:00:00 - 18/09/2023 12:00:00","BZN|ES","Without Sequence","90.10","",""
"18/09/2023 12:00:00 - 18/09/2023 13:00:00","BZN|ES","Without Sequence","88.19","",""
"18/09/2023 13:00:00 - 18/09/2023 14:00:00","BZN|ES","Without Sequence","86.50","",""
"18/09/2023 14:00:00 - 18/09/2023 15:00:00","BZN|ES","Without Sequence","85.00","",""
"18/09/2023 15:00:00 - 18/09/2023 16:00:00","BZN|ES","Without Sequence","85.00","",""
"18/09/2023 16:00:00 - 18/09/2023 17:00:00","BZN|ES","Without Sequence","86.50","",""
"18/09/2023 17:00:00 - 18/09/2023 18:00:00","BZN|ES","Without Sequence","106.96","",""
"18/09/2023 18:00:00 - 18/09/2023 19:00:00","BZN|ES","Without Sequence","123.91","",""
"18/09/2023 19:00:00 - 18/09/2023 20:00:00","BZN|ES","Without Sequence","129.22","",""
"18/09/2023 20:00:00 - 18/09/2023 21:00:00","BZN|ES","Without Sequence","149.05","",""
"18/09/2023 21:00:00 - 18/09/2023 22:00:00","BZN|ES","Without Sequence","164.12","",""
"18/09/2023 22:00:00 - 18/09/2023 23:00:00","BZN|ES","Without Sequence","129.22","",""
"18/09/2023 23:00:00 - 19/09/2023 00:00:00","BZN|ES","Without Sequence","125.25","",""
"19/09/2023 00:00:00 - 19/09/2023 01:00:00","BZN|ES","Without Sequence","129.22","",""
"19/09/2023 01:00:00 - 19/09/2023 02:00:00","BZN|ES","Without Sequence","123.91","",""
"19/09/2023 02:00:00 - 19/09/2023 03:00:00","BZN|ES","Without Sequence","114.08","",""
"19/09/2023 03:00:00 - 19/09/2023 04:00:00","BZN|ES","Without Sequence","109.50","",""
"19/09/2023 04:00:00 - 19/09/2023 05:00:00","BZN|ES","Without Sequence","104.00","",""
"19/09/2023 05:00:00 - 19/09/2023 06:00:00","BZN|ES","Without Sequence","106.00","",""
"19/09/2023 06:00:00 - 19/09/2023 07:00:00","BZN|ES","Without Sequence","122.00","",""
"19/09/2023 07:00:00 - 19/09/2023 08:00:00","BZN|ES","Without Sequence","129.22","",""
"19/09/2023 08:00:00 - 19/09/2023 09:00:00","BZN|ES","Without Sequence","129.82","",""
"19/09/2023 09:00:00 - 19/09/2023 10:00:00","BZN|ES","Without Sequence","114.69","",""
"19/09/2023 10:00:00 - 19/09/2023 11:00:00","BZN|ES","Without Sequence","93.93","",""
"19/09/2023 11:00:00 - 19/09/2023 12:00:00","BZN|ES","Without Sequence","90.00","",""
"19/09/2023 12:00:00 - 19/09/2023 13:00:00","BZN|ES","Without Sequence","89.00","",""
"19/09/2023 13:00:00 - 19/09/2023 14:00:00","BZN|ES","Without Sequence","89.00","",""
"19/09/2023 14:00:00 - 19/09/2023 15:00:00","BZN|ES","Without Sequence","86.00","",""
"19/09/2023 15:00:00 - 19/09/2023 16:00:00","BZN|ES","Without Sequence","85.51","",""
"19/09/2023 16:00:00 - 19/09/2023 17:00:00","BZN|ES","Without Sequence","86.50","",""
"19/09/2023 17:00:00 - 19/09/2023 18:00:00","BZN|ES","Without Sequence","89.00","",""
"19/09/2023 18:00:00 - 19/09/2023 19:00:00","BZN|ES","Without Sequence","99.99","",""
"19/09/2023 19:00:00 - 19/09/2023 20:00:00","BZN|ES","Without Sequence","120.00","",""
"19/09/2023 20:00:00 - 19/09/2023 21:00:00","BZN|ES","Without Sequence","140.00","",""
"19/09/2023 21:00:00 - 19/09/2023 22:00:00","BZN|ES","Without Sequence","143.00","",""
"19/09/2023 22:00:00 - 19/09/2023 23:00:00","BZN|ES","Without Sequence","129.22","",""
"19/09/2023 23:00:00 - 20/09/2023 00:00:00","BZN|ES","Without Sequence","114.08","",""
"20/09/2023 00:00:00 - 20/09/2023 01:00:00","BZN|ES","Without Sequence","110.77","",""
"20/09/2023 01:00:00 - 20/09/2023 02:00:00","BZN|ES","Without Sequence","98.15","",""
"20/09/2023 02:00:00 - 20/09/2023 03:00:00","BZN|ES","Without Sequence","109.13","",""
"20/09/2023 03:00:00 - 20/09/2023 04:00:00","BZN|ES","Without Sequence","103.50","",""
"20/09/2023 04:00:00 - 20/09/2023 05:00:00","BZN|ES","Without Sequence","101.83","",""
"20/09/2023 05:00:00 - 20/09/2023 06:00:00","BZN|ES","Without Sequence","101.88","",""
"20/09/2023 06:00:00 - 20/09/2023 07:00:00","BZN|ES","Without Sequence","110.77","",""
"20/09/2023 07:00:00 - 20/09/2023 08:00:00","BZN|ES","Without Sequence","115.73","",""
"20/09/2023 08:00:00 - 20/09/2023 09:00:00","BZN|ES","Without Sequence","116.61","",""
"20/09/2023 09:00:00 - 20/09/2023 10:00:00","BZN|ES","Without Sequence","114.94","",""
"20/09/2023 10:00:00 - 20/09/2023 11:00:00","BZN|ES","Without Sequence","103.50","",""
"20/09/2023 11:00:00 - 20/09/2023 12:00:00","BZN|ES","Without Sequence","82.50","",""
"20/09/2023 12:00:00 - 20/09/2023 13:00:00","BZN|ES","Without Sequence","81.00","",""
"20/09/2023 13:00:00 - 20/09/2023 14:00:00","BZN|ES","Without Sequence","76.41","",""
"20/09/2023 14:00:00 - 20/09/2023 15:00:00","BZN|ES","Without Sequence","60.00","",""
"20/09/2023 15:00:00 - 20/09/2023 16:00:00","BZN|ES","Without Sequence","40.00","",""
"20/09/2023 16:00:00 - 20/09/2023 17:00:00","BZN|ES","Without Sequence","35.00","",""
"20/09/2023 17:00:00 - 20/09/2023 18:00:00","BZN|ES","Without Sequence","60.91","",""
"20/09/2023 18:00:00 - 20/09/2023 19:00:00","BZN|ES","Without Sequence","81.73","",""
"20/09/2023 19:00:00 - 20/09/2023 20:00:00","BZN|ES","Without Sequence","112.94","",""
"20/09/2023 20:00:00 - 20/09/2023 21:00:00","BZN|ES","Without Sequence","115.45","",""
"20/09/2023 21:00:00 - 20/09/2023 22:00:00","BZN|ES","Without Sequence","114.94","",""
"20/09/2023 22:00:00 - 20/09/2023 23:00:00","BZN|ES","Without Sequence","110.00","",""
"20/09/2023 23:00:00 - 21/09/2023 00:00:00","BZN|ES","Without Sequence","89.99","",""
"21/09/2023 00:00:00 - 21/09/2023 01:00:00","BZN|ES","Without Sequence","78.57","",""
"21/09/2023 01:00:00 - 21/09/2023 02:00:00","BZN|ES","Without Sequence","76.97","",""
"21/09/2023 02:00:00 - 21/09/2023 03:00:00","BZN|ES","Without Sequence","73.77","",""
"21/09/2023 03:00:00 - 21/09/2023 04:00:00","BZN|ES","Without Sequence","72.88","",""
"21/09/2023 04:00:00 - 21/09/2023 05:00:00","BZN|ES","Without Sequence","70.00","",""
"21/09/2023 05:00:00 - 21/09/2023 06:00:00","BZN|ES","Without Sequence","71.11","",""
"21/09/2023 06:00:00 - 21/09/2023 07:00:00","BZN|ES","Without Sequence","77.57","",""
"21/09/2023 07:00:00 - 21/09/2023 08:00:00","BZN|ES","Without Sequence","110.11","",""
"21/09/2023 08:00:00 - 21/09/2023 09:00:00","BZN|ES","Without Sequence","115.82","",""
"21/09/2023 09:00:00 - 21/09/2023 10:00:00","BZN|ES","Without Sequence","106.00","",""
"21/09/2023 10:00:00 - 21/09/2023 11:00:00","BZN|ES","Without Sequence","102.13","",""
"21/09/2023 11:00:00 - 21/09/2023 12:00:00","BZN|ES","Without Sequence","92.83","",""
"21/09/2023 12:00:00 - 21/09/2023 13:00:00","BZN|ES","Without Sequence","88.31","",""
"21/09/2023 13:00:00 - 21/09/2023 14:00:00","BZN|ES","Without Sequence","82.27","",""
"21/09/2023 14:00:00 - 21/09/2023 15:00:00","BZN|ES","Without Sequence","77.57","",""
"21/09/2023 15:00:00 - 21/09/2023 16:00:00","BZN|ES","Without Sequence","77.00","",""
"21/09/2023 16:00:00 - 21/09/2023 17:00:00","BZN|ES","Without Sequence","77.37","",""
"21/09/2023 17:00:00 - 21/09/2023 18:00:00","BZN|ES","Without Sequence","89.00","",""
"21/09/2023 18:00:00 - 21/09/2023 19:00:00","BZN|ES","Without Sequence","102.00","",""
"21/09/2023 19:00:00 - 21/09/2023 20:00:00","BZN|ES","Without Sequence","119.53","",""
"21/09/2023 20:00:00 - 21/09/2023 21:00:00","BZN|ES","Without Sequence","121.38","",""
"21/09/2023 21:00:00 - 21/09/2023 22:00:00","BZN|ES","Without Sequence","119.68","",""
"21/09/2023 22:00:00 - 21/09/2023 23:00:00","BZN|ES","Without Sequence","108.65","",""
"21/09/2023 23:00:00 - 22/09/2023 00:00:00","BZN|ES","Without Sequence","100.00","",""
"22/09/2023 00:00:00 - 22/09/2023 01:00:00","BZN|ES","Without Sequence","103.83","",""
"22/09/2023 01:00:00 - 22/09/2023 02:00:00","BZN|ES","Without Sequence","94.00","",""
"22/09/2023 02:00:00 - 22/09/2023 03:00:00","BZN|ES","Without Sequence","94.00","",""
"22/09/2023 03:00:00 - 22/09/2023 04:00:00","BZN|ES","Without Sequence","92.22","",""
"22/09/2023 04:00:00 - 22/09/2023 05:00:00","BZN|ES","Without Sequence","90.00","",""
"22/09/2023 05:00:00 - 22/09/2023 06:00:00","BZN|ES","Without Sequence","102.00","",""
"22/09/2023 06:00:00 - 22/09/2023 07:00:00","BZN|ES","Without Sequence","111.33","",""
"22/09/2023 07:00:00 - 22/09/2023 08:00:00","BZN|ES","Without Sequence","121.23","",""
"22/09/2023 08:00:00 - 22/09/2023 09:00:00","BZN|ES","Without Sequence","125.00","",""
"22/09/2023 09:00:00 - 22/09/2023 10:00:00","BZN|ES","Without Sequence","118.13","",""
"22/09/2023 10:00:00 - 22/09/2023 11:00:00","BZN|ES","Without Sequence","99.64","",""
"22/09/2023 11:00:00 - 22/09/2023 12:00:00","BZN|ES","Without Sequence","90.93","",""
"22/09/2023 12:00:00 - 22/09/2023 13:00:00","BZN|ES","Without Sequence","85.65","",""
"22/09/2023 13:00:00 - 22/09/2023 14:00:00","BZN|ES","Without Sequence","77.11","",""
"22/09/2023 14:00:00 - 22/09/2023 15:00:00","BZN|ES","Without Sequence","70.77","",""
"22/09/2023 15:00:00 - 22/09/2023 16:00:00","BZN|ES","Without Sequence","71.41","",""
"22/09/2023 16:00:00 - 22/09/2023 17:00:00","BZN|ES","Without Sequence","76.91","",""
"22/09/2023 17:00:00 - 22/09/2023 18:00:00","BZN|ES","Without Sequence","78.66","",""
"22/09/2023 18:00:00 - 22/09/2023 19:00:00","BZN|ES","Without Sequence","105.00","",""
"22/09/2023 19:00:00 - 22/09/2023 20:00:00","BZN|ES","Without Sequence","121.27","",""
"22/09/2023 20:00:00 - 22/09/2023 21:00:00","BZN|ES","Without Sequence","133.59","",""
"22/09/2023 21:00:00 - 22/09/2023 22:00:00","BZN|ES","Without Sequence","130.00","",""
"22/09/2023 22:00:00 - 22/09/2023 23:00:00","BZN|ES","Without Sequence","122.00","",""
"22/09/2023 23:00:00 - 23/09/2023 00:00:00","BZN|ES","Without Sequence","120.51","",""
"23/09/2023 00:00:00 - 23/09/2023 01:00:00","BZN|ES","Without Sequence","121.95","",""
"23/09/2023 01:00:00 - 23/09/2023 02:00:00","BZN|ES","Without Sequence","121.23","",""
"23/09/2023 02:00:00 - 23/09/2023 03:00:00","BZN|ES","Without Sequence","120.35","",""
"23/09/2023 03:00:00 - 23/09/2023 04:00:00","BZN|ES","Without Sequence","120.35","",""
"23/09/2023 04:00:00 - 23/09/2023 05:00:00","BZN|ES","Without Sequence","120.35","",""
"23/09/2023 05:00:00 - 23/09/2023 06:00:00","BZN|ES","Without Sequence","118.50","",""
"23/09/2023 06:00:00 - 23/09/2023 07:00:00","BZN|ES","Without Sequence","120.51","",""
"23/09/2023 07:00:00 - 23/09/2023 08:00:00","BZN|ES","Without Sequence","122.40","",""
"23/09/2023 08:00:00 - 23/09/2023 09:00:00","BZN|ES","Without Sequence","121.95","",""
"23/09/2023 09:00:00 - 23/09/2023 10:00:00","BZN|ES","Without Sequence","112.00","",""
"23/09/2023 10:00:00 - 23/09/2023 11:00:00","BZN|ES","Without Sequence","90.75","",""
"23/09/2023 11:00:00 - 23/09/2023 12:00:00","BZN|ES","Without Sequence","84.90","",""
"23/09/2023 12:00:00 - 23/09/2023 13:00:00","BZN|ES","Without Sequence","79.89","",""
"23/09/2023 13:00:00 - 23/09/2023 14:00:00","BZN|ES","Without Sequence","70.55","",""
"23/09/2023 14:00:00 - 23/09/2023 15:00:00","BZN|ES","Without Sequence","60.00","",""
"23/09/2023 15:00:00 - 23/09/2023 16:00:00","BZN|ES","Without Sequence","72.01","",""
"23/09/2023 16:00:00 - 23/09/2023 17:00:00","BZN|ES","Without Sequence","78.23","",""
"23/09/2023 17:00:00 - 23/09/2023 18:00:00","BZN|ES","Without Sequence","87.55","",""
"23/09/2023 18:00:00 - 23/09/2023 19:00:00","BZN|ES","Without Sequence","117.82","",""
"23/09/2023 19:00:00 - 23/09/2023 20:00:00","BZN|ES","Without Sequence","139.64","",""
"23/09/2023 20:00:00 - 23/09/2023 21:00:00","BZN|ES","Without Sequence","145.00","",""
"23/09/2023 21:00:00 - 23/09/2023 22:00:00","BZN|ES","Without Sequence","150.82","",""
"23/09/2023 22:00:00 - 23/09/2023 23:00:00","BZN|ES","Without Sequence","136.10","",""
"23/09/2023 23:00:00 - 24/09/2023 00:00:00","BZN|ES","Without Sequence","128.00","",""
"24/09/2023 00:00:00 - 24/09/2023 01:00:00","BZN|ES","Without Sequence","136.10","",""
"24/09/2023 01:00:00 - 24/09/2023 02:00:00","BZN|ES","Without Sequence","124.96","",""
"24/09/2023 02:00:00 - 24/09/2023 03:00:00","BZN|ES","Without Sequence","121.57","",""
"24/09/2023 03:00:00 - 24/09/2023 04:00:00","BZN|ES","Without Sequence","119.78","",""
"24/09/2023 04:00:00 - 24/09/2023 05:00:00","BZN|ES","Without Sequence","114.82","",""
"24/09/2023 05:00:00 - 24/09/2023 06:00:00","BZN|ES","Without Sequence","114.82","",""
"24/09/2023 06:00:00 - 24/09/2023 07:00:00","BZN|ES","Without Sequence","120.35","",""
"24/09/2023 07:00:00 - 24/09/2023 08:00:00","BZN|ES","Without Sequence","120.35","",""
"24/09/2023 08:00:00 - 24/09/2023 09:00:00","BZN|ES","Without Sequence","106.70","",""
"24/09/2023 09:00:00 - 24/09/2023 10:00:00","BZN|ES","Without Sequence","76.20","",""
"24/09/2023 10:00:00 - 24/09/2023 11:00:00","BZN|ES","Without Sequence","1.06","",""
"24/09/2023 11:00:00 - 24/09/2023 12:00:00","BZN|ES","Without Sequence","0.85","",""
"24/09/2023 12:00:00 - 24/09/2023 13:00:00","BZN|ES","Without Sequence","0.00","",""
"24/09/2023 13:00:00 - 24/09/2023 14:00:00","BZN|ES","Without Sequence","0.00","",""
"24/09/2023 14:00:00 - 24/09/2023 15:00:00","BZN|ES","Without Sequence","0.00","",""
"24/09/2023 15:00:00 - 24/09/2023 16:00:00","BZN|ES","Without Sequence","0.00","",""
"24/09/2023 16:00:00 - 24/09/2023 17:00:00","BZN|ES","Without Sequence","3.54","",""
"24/09/2023 17:00:00 - 24/09/2023 18:00:00","BZN|ES","Without Sequence","24.99","",""
"24/09/2023 18:00:00 - 24/09/2023 19:00:00","BZN|ES","Without Sequence","85.20","",""
"24/09/2023 19:00:00 - 24/09/2023 20:00:00","BZN|ES","Without Sequence","129.47","",""
"24/09/2023 20:00:00 - 24/09/2023 21:00:00","BZN|ES","Without Sequence","143.00","",""
"24/09/2023 21:00:00 - 24/09/2023 22:00:00","BZN|ES","Without Sequence","160.51","",""
"24/09/2023 22:00:00 - 24/09/2023 23:00:00","BZN|ES","Without Sequence","146.11","",""
"24/09/2023 23:00:00 - 25/09/2023 00:00:00","BZN|ES","Without Sequence","141.92","",""
"25/09/2023 00:00:00 - 25/09/2023 01:00:00","BZN|ES","Without Sequence","127.00","",""
"25/09/2023 01:00:00 - 25/09/2023 02:00:00","BZN|ES","Without Sequence","114.88","",""
"25/09/2023 02:00:00 - 25/09/2023 03:00:00","BZN|ES","Without Sequence","114.62","",""
"25/09/2023 03:00:00 - 25/09/2023 04:00:00","BZN|ES","Without Sequence","114.62","",""
"25/09/2023 04:00:00 - 25/09/2023 05:00:00","BZN|ES","Without Sequence","114.62","",""
"25/09/2023 05:00:00 - 25/09/2023 06:00:00","BZN|ES","Without Sequence","119.01","",""
"25/09/2023 06:00:00 - 25/09/2023 07:00:00","BZN|ES","Without Sequence","131.76","",""
"25/09/2023 07:00:00 - 25/09/2023 08:00:00","BZN|ES","Without Sequence","139.15","",""
"25/09/2023 08:00:00 - 25/09/2023 09:00:00","BZN|ES","Without Sequence","143.00","",""
"25/09/2023 09:00:00 - 25/09/2023 10:00:00","BZN|ES","Without Sequence","133.17","",""
"25/09/2023 10:00:00 - 25/09/2023 11:00:00","BZN|ES","Without Sequence","97.07","",""
"25/09/2023 11:00:00 - 25/09/2023 12:00:00","BZN|ES","Without Sequence","89.01","",""
"25/09/2023 12:00:00 - 25/09/2023 13:00:00","BZN|ES","Without Sequence","86.63","",""
"25/09/2023 13:00:00 - 25/09/2023 14:00:00","BZN|ES","Without Sequence","86.23","",""
"25/09/2023 14:00:00 - 25/09/2023 15:00:00","BZN|ES","Without Sequence","85.93","",""
"25/09/2023 15:00:00 - 25/09/2023 16:00:00","BZN|ES","Without Sequence","92.06","",""
"25/09/2023 16:00:00 - 25/09/2023 17:00:00","BZN|ES","Without Sequence","97.46","",""
"25/09/2023 17:00:00 - 25/09/2023 18:00:00","BZN|ES","Without Sequence","103.00","",""
"25/09/2023 18:00:00 - 25/09/2023 19:00:00","BZN|ES","Without Sequence","130.07","",""
"25/09/2023 19:00:00 - 25/09/2023 20:00:00","BZN|ES","Without Sequence","149.88","",""
"25/09/2023 20:00:00 - 25/09/2023 21:00:00","BZN|ES","Without Sequence","156.59","",""
"25/09/2023 21:00:00 - 25/09/2023 22:00:00","BZN|ES","Without Sequence","160.00","",""
"25/09/2023 22:00:00 - 25/09/2023 23:00:00","BZN|ES","Without Sequence","138.37","",""
"25/09/2023 23:00:00 - 26/09/2023 00:00:00","BZN|ES","Without Sequence","133.02","",""
"26/09/2023 00:00:00 - 26/09/2023 01:00:00","BZN|ES","Without Sequence","122.47","",""
"26/09/2023 01:00:00 - 26/09/2023 02:00:00","BZN|ES","Without Sequence","109.42","",""
"26/09/2023 02:00:00 - 26/09/2023 03:00:00","BZN|ES","Without Sequence","106.62","",""
"26/09/2023 03:00:00 - 26/09/2023 04:00:00","BZN|ES","Without Sequence","111.05","",""
"26/09/2023 04:00:00 - 26/09/2023 05:00:00","BZN|ES","Without Sequence","111.54","",""
"26/09/2023 05:00:00 - 26/09/2023 06:00:00","BZN|ES","Without Sequence","122.47","",""
"26/09/2023 06:00:00 - 26/09/2023 07:00:00","BZN|ES","Without Sequence","130.91","",""
"26/09/2023 07:00:00 - 26/09/2023 08:00:00","BZN|ES","Without Sequence","139.98","",""
"26/09/2023 08:00:00 - 26/09/2023 09:00:00","BZN|ES","Without Sequence","146.60","",""
"26/09/2023 09:00:00 - 26/09/2023 10:00:00","BZN|ES","Without Sequence","131.32","",""
"26/09/2023 10:00:00 - 26/09/2023 11:00:00","BZN|ES","Without Sequence","110.01","",""
"26/09/2023 11:00:00 - 26/09/2023 12:00:00","BZN|ES","Without Sequence","99.63","",""
"26/09/2023 12:00:00 - 26/09/2023 13:00:00","BZN|ES","Without Sequence","98.00","",""
"26/09/2023 13:00:00 - 26/09/2023 14:00:00","BZN|ES","Without Sequence","98.93","",""
"26/09/2023 14:00:00 - 26/09/2023 15:00:00","BZN|ES","Without Sequence","98.00","",""
"26/09/2023 15:00:00 - 26/09/2023 16:00:00","BZN|ES","Without Sequence","98.02","",""
"26/09/2023 16:00:00 - 26/09/2023 17:00:00","BZN|ES","Without Sequence","104.51","",""
"26/09/2023 17:00:00 - 26/09/2023 18:00:00","BZN|ES","Without Sequence","122.47","",""
"26/09/2023 18:00:00 - 26/09/2023 19:00:00","BZN|ES","Without Sequence","135.42","",""
"26/09/2023 19:00:00 - 26/09/2023 20:00:00","BZN|ES","Without Sequence","150.69","",""
"26/09/2023 20:00:00 - 26/09/2023 21:00:00","BZN|ES","Without Sequence","163.77","",""
"26/09/2023 21:00:00 - 26/09/2023 22:00:00","BZN|ES","Without Sequence","163.77","",""
"26/09/2023 22:00:00 - 26/09/2023 23:00:00","BZN|ES","Without Sequence","141.70","",""
"26/09/2023 23:00:00 - 27/09/2023 00:00:00","BZN|ES","Without Sequence","135.95","",""
"27/09/2023 00:00:00 - 27/09/2023 01:00:00","BZN|ES","Without Sequence","122.50","",""
"27/09/2023 01:00:00 - 27/09/2023 02:00:00","BZN|ES","Without Sequence","121.80","",""
"27/09/2023 02:00:00 - 27/09/2023 03:00:00","BZN|ES","Without Sequence","116.08","",""
"27/09/2023 03:00:00 - 27/09/2023 04:00:00","BZN|ES","Without Sequence","114.00","",""
"27/09/2023 04:00:00 - 27/09/2023 05:00:00","BZN|ES","Without Sequence","103.00","",""
"27/09/2023 05:00:00 - 27/09/2023 06:00:00","BZN|ES","Without Sequence","104.30","",""
"27/09/2023 06:00:00 - 27/09/2023 07:00:00","BZN|ES","Without Sequence","119.57","",""
"27/09/2023 07:00:00 - 27/09/2023 08:00:00","BZN|ES","Without Sequence","133.23","",""
"27/09/2023 08:00:00 - 27/09/2023 09:00:00","BZN|ES","Without Sequence","140.01","",""
"27/09/2023 09:00:00 - 27/09/2023 10:00:00","BZN|ES","Without Sequence","128.37","",""
"27/09/2023 10:00:00 - 27/09/2023 11:00:00","BZN|ES","Without Sequence","102.33","",""
"27/09/2023 11:00:00 - 27/09/2023 12:00:00","BZN|ES","Without Sequence","93.26","",""
"27/09/2023 12:00:00 - 27/09/2023 13:00:00","BZN|ES","Without Sequence","89.03","",""
"27/09/2023 13:00:00 - 27/09/2023 14:00:00","BZN|ES","Without Sequence","87.34","",""
"27/09/2023 14:00:00 - 27/09/2023 15:00:00","BZN|ES","Without Sequence","82.20","",""
"27/09/2023 15:00:00 - 27/09/2023 16:00:00","BZN|ES","Without Sequence","77.14","",""
"27/09/2023 16:00:00 - 27/09/2023 17:00:00","BZN|ES","Without Sequence","87.06","",""
"27/09/2023 17:00:00 - 27/09/2023 18:00:00","BZN|ES","Without Sequence","87.63","",""
"27/09/2023 18:00:00 - 27/09/2023 19:00:00","BZN|ES","Without Sequence","110.02","",""
"27/09/2023 19:00:00 - 27/09/2023 20:00:00","BZN|ES","Without Sequence","133.68","",""
"27/09/2023 20:00:00 - 27/09/2023 21:00:00","BZN|ES","Without Sequence","170.00","",""
"27/09/2023 21:00:00 - 27/09/2023 22:00:00","BZN|ES","Without Sequence","164.25","",""
"27/09/2023 22:00:00 - 27/09/2023 23:00:00","BZN|ES","Without Sequence","136.00","",""
"27/09/2023 23:00:00 - 28/09/2023 00:00:00","BZN|ES","Without Sequence","133.23","",""
"28/09/2023 00:00:00 - 28/09/2023 01:00:00","BZN|ES","Without Sequence","115.54","",""
"28/09/2023 01:00:00 - 28/09/2023 02:00:00","BZN|ES","Without Sequence","117.19","",""
"28/09/2023 02:00:00 - 28/09/2023 03:00:00","BZN|ES","Without Sequence","118.91","",""
"28/09/2023 03:00:00 - 28/09/2023 04:00:00","BZN|ES","Without Sequence","115.73","",""
"28/09/2023 04:00:00 - 28/09/2023 05:00:00","BZN|ES","Without Sequence","113.35","",""
"28/09/2023 05:00:00 - 28/09/2023 06:00:00","BZN|ES","Without Sequence","118.91","",""
"28/09/2023 06:00:00 - 28/09/2023 07:00:00","BZN|ES","Without Sequence","123.84","",""
"28/09/2023 07:00:00 - 28/09/2023 08:00:00","BZN|ES","Without Sequence","130.00","",""
"28/09/2023 08:00:00 - 28/09/2023 09:00:00","BZN|ES","Without Sequence","133.67","",""
"28/09/2023 09:00:00 - 28/09/2023 10:00:00","BZN|ES","Without Sequence","128.36","",""
